age,body_type,diet,diet_intensity,drinks,drugs,education_type,education_progress,ethnicity,height,income,job,offspring,has_kids,orientation,religion,religion_intensity,sex,sign,sign_intensity,smokes,speaks,status,has_dogs,has_cats,likes_dogs,likes_cats
28,athletic,anything,NA,not at all,never,masters program,graduated from,white,72,NA,science / tech / engineering,NA,NA,straight,agnosticism,NA,male,cancer,it doesn't matter,no,"english (fluently), german (poorly), lisp (okay)",single,FALSE,FALSE,TRUE,NA
38,average,NA,NA,socially,NA,college/university,graduated from,"white, other",75,NA,other,"doesn't have kids, but might want them",FALSE,straight,agnosticism,laughing,male,sagittarius,it doesn't matter,NA,english (fluently),single,NA,NA,NA,NA
34,curvy,anything,NA,socially,sometimes,NA,NA,white,64,NA,medicine / health,doesn't have kids,FALSE,gay,NA,NA,female,aries,it's fun to think about,no,english (fluently),single,TRUE,FALSE,TRUE,TRUE
60,fit,NA,NA,socially,never,college/university,graduated from,middle eastern,66,NA,other,has kids,TRUE,straight,judaism,not too serious,male,libra,it's fun to think about,no,"english, farsi (fluently)",single,NA,NA,NA,NA
24,fit,NA,NA,socially,NA,college/university,graduated from,"black, white",74,20000,medicine / health,NA,NA,straight,NA,NA,male,aries,it doesn't matter,no,english,single,TRUE,FALSE,TRUE,NA
31,fit,anything,strictly,socially,NA,NA,NA,"native american, white",68,1000000,student,NA,NA,straight,judaism,somewhat serious,female,leo,it's fun to think about,when drinking,"english (okay), hebrew (poorly)",single,FALSE,FALSE,TRUE,FALSE
33,thin,anything,mostly,socially,never,college/university,graduated from,white,68,NA,other,doesn't have kids,FALSE,straight,agnosticism,NA,male,NA,NA,yes,english,single,FALSE,FALSE,TRUE,NA
27,average,NA,NA,socially,never,NA,NA,asian,65,NA,artistic / musical / writer,doesn't have kids,FALSE,straight,NA,NA,female,taurus,NA,no,"english, chinese (poorly)",single,FALSE,TRUE,NA,TRUE
23,average,anything,strictly,socially,never,dropped out of two-year college,NA,asian,68,20000,transportation,doesn't have kids,FALSE,straight,agnosticism,laughing,male,leo,it's fun to think about,yes,"english (fluently), spanish (poorly), german (poorly), turkish (poorly)",single,FALSE,TRUE,TRUE,TRUE
36,average,anything,mostly,rarely,never,college/university,graduated from,asian,67,NA,computer / hardware / software,"doesn't have kids, but wants them",FALSE,straight,agnosticism,NA,male,NA,NA,no,english,single,NA,NA,NA,NA
24,used up,anything,mostly,desperately,sometimes,college/university,working on,"asian, middle eastern, native american, pacific islander, other",72,NA,student,NA,NA,straight,agnosticism,not too serious,male,cancer,it's fun to think about,no,"english (okay), urdu (fluently), yiddish (poorly), sign language (poorly), lisp (fluently)",single,FALSE,TRUE,TRUE,TRUE
31,athletic,vegetarian,mostly,rarely,NA,masters program,graduated from,white,69,NA,medicine / health,NA,NA,straight,judaism,not too serious,male,taurus,it's fun to think about,no,"english, french (okay), hebrew (poorly)",single,NA,NA,NA,NA
22,a little extra,anything,mostly,rarely,never,college/university,graduated from,asian,64,20000,entertainment / media,NA,NA,bisexual,catholicism,not too serious,female,scorpio,it's fun to think about,no,"english (fluently), tagalog (poorly), spanish (poorly)",seeing someone,TRUE,FALSE,TRUE,NA
52,athletic,anything,strictly,socially,never,masters program,graduated from,white,67,NA,retired,has a kid,TRUE,straight,NA,NA,male,NA,NA,no,english,single,NA,NA,NA,NA
25,NA,anything,mostly,socially,never,college/university,graduated from,white,72,NA,science / tech / engineering,doesn't have kids,FALSE,straight,NA,NA,male,NA,NA,no,english (fluently),single,NA,NA,NA,NA
27,full figured,NA,NA,socially,never,college/university,graduated from,asian,68,NA,other,NA,NA,straight,buddhism,somewhat serious,female,NA,NA,no,"english, vietnamese",single,NA,NA,NA,NA
22,average,anything,mostly,socially,never,college/university,working on,white,64,20000,student,doesn't have kids,FALSE,straight,atheism,NA,female,NA,NA,no,english,single,TRUE,FALSE,TRUE,NA
34,fit,anything,mostly,socially,NA,masters program,graduated from,NA,66,NA,other,NA,NA,straight,buddhism,laughing,female,cancer,it's fun to think about,no,"english (fluently), spanish (okay), other (okay), italian (poorly), lisp (poorly)",single,NA,NA,NA,NA
34,NA,NA,NA,often,never,college/university,graduated from,white,69,NA,medicine / health,NA,NA,straight,NA,NA,female,NA,NA,no,english,single,NA,NA,NA,NA
32,fit,anything,mostly,socially,NA,college/university,graduated from,hispanic / latin,71,NA,computer / hardware / software,"doesn't have kids, but might want them",FALSE,straight,atheism,laughing,male,capricorn,it doesn't matter,no,"english (fluently), spanish (fluently)",single,FALSE,FALSE,TRUE,TRUE
23,average,anything,mostly,socially,never,college/university,graduated from,hispanic / latin,70,NA,science / tech / engineering,NA,NA,straight,NA,NA,male,leo,it's fun to think about,no,"english (fluently), spanish (fluently), french (poorly), korean (poorly)",single,FALSE,FALSE,TRUE,TRUE
31,fit,vegetarian,mostly,NA,NA,NA,NA,white,67,NA,NA,NA,NA,straight,NA,NA,female,NA,NA,NA,english,available,NA,NA,NA,NA
30,athletic,anything,mostly,socially,never,college/university,graduated from,"native american, white",72,NA,artistic / musical / writer,NA,NA,straight,NA,NA,male,pisces,it's fun to think about,no,english,single,FALSE,FALSE,TRUE,NA
42,fit,NA,NA,NA,NA,masters program,graduated from,white,65,NA,other,NA,NA,straight,judaism,not too serious,female,aries,it's fun to think about,NA,"english (fluently), french (fluently), hebrew (fluently), german (okay), italian (poorly)",single,NA,NA,NA,NA
27,thin,NA,NA,socially,sometimes,masters program,graduated from,white,70,NA,education / academia,NA,NA,bisexual,other,laughing,female,virgo,it doesn't matter,no,english (fluently),available,FALSE,FALSE,TRUE,TRUE
32,curvy,NA,NA,often,sometimes,NA,NA,white,67,NA,NA,doesn't want kids,FALSE,straight,NA,NA,female,scorpio,NA,when drinking,english,single,FALSE,FALSE,TRUE,NA
28,fit,anything,strictly,socially,never,masters program,graduated from,white,71,60000,rather not say,NA,NA,straight,NA,NA,male,pisces,it doesn't matter,no,"english (fluently), german (fluently)",single,TRUE,TRUE,TRUE,TRUE
30,athletic,anything,NA,socially,never,ph.d program,graduated from,black,66,NA,science / tech / engineering,"doesn't have kids, but might want them",FALSE,straight,christianity,NA,female,leo,it's fun to think about,no,english,single,TRUE,FALSE,TRUE,NA
39,average,NA,NA,socially,NA,college/university,graduated from,white,68,NA,medicine / health,doesn't have kids,FALSE,straight,judaism,not too serious,female,sagittarius,it's fun to think about,when drinking,"english (fluently), sanskrit (poorly)",single,FALSE,FALSE,TRUE,TRUE
29,NA,NA,NA,rarely,never,college/university,graduated from,hispanic / latin,72,NA,clerical / administrative,NA,NA,straight,NA,NA,male,leo,it's fun to think about,no,"english (fluently), spanish (fluently)",single,FALSE,FALSE,TRUE,TRUE
40,curvy,vegetarian,mostly,socially,NA,NA,NA,hispanic / latin,63,NA,entertainment / media,NA,NA,straight,buddhism,NA,female,cancer,it doesn't matter,NA,"english, english",single,FALSE,FALSE,TRUE,NA
45,average,vegetarian,mostly,socially,never,college/university,graduated from,hispanic / latin,69,NA,other,doesn't have kids,FALSE,straight,other,NA,male,libra,it's fun to think about,no,"english (fluently), spanish (fluently)",single,NA,NA,NA,NA
29,NA,NA,NA,socially,NA,med school,graduated from,white,69,NA,medicine / health,NA,NA,straight,atheism,NA,male,pisces,it doesn't matter,sometimes,english,single,FALSE,FALSE,TRUE,TRUE
36,skinny,anything,mostly,socially,never,law school,graduated from,asian,64,NA,law / legal services,NA,NA,straight,christianity,NA,female,aries,it's fun to think about,no,"english (fluently), chinese (okay), spanish (poorly)",single,FALSE,FALSE,TRUE,FALSE
19,athletic,vegetarian,NA,NA,NA,college/university,working on,NA,68,NA,other,"doesn't have kids, and doesn't want any",FALSE,straight,atheism,NA,female,aquarius,it doesn't matter,no,"english, italian (fluently)",single,NA,NA,NA,NA
42,a little extra,NA,NA,socially,NA,dropped out of college/university,NA,white,70,NA,computer / hardware / software,NA,NA,straight,atheism,laughing,male,aries,it's fun to think about,no,"english (fluently), french (okay), japanese (poorly)",single,FALSE,FALSE,TRUE,TRUE
34,athletic,vegetarian,mostly,rarely,never,masters program,NA,NA,74,NA,NA,NA,NA,straight,NA,NA,male,NA,NA,no,"english (fluently), spanish (fluently), french (poorly)",single,NA,NA,NA,NA
30,average,anything,mostly,socially,NA,NA,NA,"hispanic / latin, white",72,NA,other,NA,NA,straight,NA,NA,male,aquarius,it's fun to think about,sometimes,english,single,NA,NA,NA,NA
42,overweight,anything,strictly,rarely,sometimes,dropped out of masters program,NA,white,66,NA,unemployed,NA,NA,bisexual,agnosticism,laughing,female,pisces,it's fun to think about,no,"english (fluently), german (okay), spanish (poorly)",married,FALSE,FALSE,TRUE,TRUE
53,a little extra,anything,NA,socially,never,NA,NA,white,71,NA,NA,doesn't have kids,FALSE,straight,NA,NA,male,NA,NA,no,"english (fluently), french (okay), chinese (poorly)",single,NA,NA,NA,NA
41,average,NA,NA,socially,NA,college/university,NA,"asian, white",63,NA,other,NA,NA,straight,NA,NA,female,gemini,it's fun to think about,NA,"english (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
27,athletic,anything,mostly,socially,sometimes,college/university,graduated from,white,72,NA,computer / hardware / software,doesn't have kids,FALSE,straight,atheism,NA,male,NA,NA,no,english,single,FALSE,FALSE,TRUE,NA
47,fit,anything,mostly,rarely,never,ph.d program,working on,"white, other",70,40000,science / tech / engineering,has kids,TRUE,straight,christianity,very serious,male,NA,NA,no,english (okay),single,TRUE,FALSE,TRUE,NA
29,thin,NA,NA,socially,never,college/university,graduated from,asian,60,NA,computer / hardware / software,NA,NA,straight,agnosticism,NA,female,virgo,NA,no,english,single,FALSE,FALSE,TRUE,NA
25,fit,vegan,mostly,rarely,sometimes,high school,graduated from,white,71,NA,artistic / musical / writer,NA,NA,straight,agnosticism,laughing,male,capricorn,it's fun to think about,no,"english (fluently), french (poorly), spanish (poorly), thai (poorly), japanese (poorly)",single,FALSE,FALSE,TRUE,TRUE
23,fit,anything,strictly,socially,NA,college/university,graduated from,white,68,NA,NA,"doesn't have kids, but wants them",FALSE,straight,agnosticism,NA,female,leo,NA,no,english,single,FALSE,TRUE,TRUE,TRUE
34,fit,anything,mostly,socially,NA,masters program,graduated from,white,66,NA,NA,"doesn't have kids, but might want them",FALSE,straight,NA,NA,female,leo,it doesn't matter,NA,english,single,FALSE,FALSE,TRUE,TRUE
36,full figured,vegetarian,mostly,socially,NA,NA,NA,hispanic / latin,63,NA,other,NA,NA,straight,other,NA,female,taurus,it's fun to think about,no,"english (fluently), spanish (fluently), french (poorly)",single,FALSE,TRUE,TRUE,TRUE
28,athletic,anything,strictly,socially,NA,college/university,graduated from,white,70,NA,NA,NA,NA,straight,NA,NA,male,aquarius,it's fun to think about,no,"english (fluently), c++ (poorly), italian (poorly)",single,FALSE,FALSE,TRUE,TRUE
26,fit,anything,strictly,often,NA,space camp,graduated from,white,69,NA,science / tech / engineering,NA,NA,straight,other,laughing,male,virgo,it's fun to think about,sometimes,"english (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
37,athletic,anything,mostly,not at all,never,college/university,working on,"hispanic / latin, white",74,NA,other,NA,NA,straight,catholicism,not too serious,male,virgo,NA,no,"english (fluently), spanish (poorly)",single,FALSE,FALSE,TRUE,TRUE
56,average,anything,mostly,socially,never,two-year college,graduated from,white,75,NA,political / government,"doesn't have kids, but might want them",FALSE,straight,catholicism,somewhat serious,male,aries,it doesn't matter,no,english,single,TRUE,FALSE,TRUE,NA
24,fit,anything,mostly,socially,never,college/university,graduated from,hispanic / latin,65,NA,science / tech / engineering,NA,NA,straight,christianity,somewhat serious,male,gemini,NA,NA,"english, spanish (okay)",single,FALSE,FALSE,TRUE,TRUE
42,fit,anything,mostly,socially,never,dropped out of high school,NA,NA,68,NA,retired,NA,NA,straight,other,laughing,male,capricorn,it's fun to think about,no,"english (fluently), arabic (fluently), spanish (poorly), other (fluently)",single,FALSE,TRUE,NA,TRUE
33,jacked,anything,strictly,desperately,often,dropped out of space camp,NA,black,47,1000000,computer / hardware / software,doesn't have kids,FALSE,straight,other,laughing,male,taurus,it matters a lot,no,"english (fluently), c++ (fluently), sign language (okay), japanese (poorly), spanish (poorly)",single,FALSE,FALSE,TRUE,NA
25,average,NA,NA,socially,never,college/university,working on,asian,67,20000,student,NA,NA,straight,NA,NA,male,cancer,it doesn't matter,trying to quit,"english (fluently), chinese (okay)",single,TRUE,FALSE,TRUE,NA
38,fit,NA,NA,rarely,NA,college/university,graduated from,hispanic / latin,70,NA,entertainment / media,NA,NA,straight,other,laughing,male,leo,it's fun to think about,no,"english, spanish",single,FALSE,TRUE,TRUE,TRUE
27,average,anything,strictly,often,sometimes,NA,NA,NA,70,NA,other,doesn't have kids,FALSE,straight,other,laughing,male,virgo,it doesn't matter,no,"english (fluently), german (okay), c++ (okay), spanish (poorly)",single,NA,NA,NA,NA
65,average,NA,NA,often,NA,two-year college,graduated from,black,67,50000,artistic / musical / writer,has kids,TRUE,straight,NA,NA,male,virgo,it doesn't matter,no,"english (fluently), spanish (okay), french (poorly), danish (poorly), japanese (poorly)",single,FALSE,FALSE,TRUE,TRUE
28,thin,NA,NA,often,sometimes,NA,NA,white,64,NA,NA,NA,NA,straight,NA,NA,female,NA,NA,NA,english (fluently),single,NA,NA,NA,NA
35,athletic,anything,mostly,socially,never,law school,graduated from,white,65,NA,entertainment / media,NA,NA,straight,other,NA,female,capricorn,NA,no,"english (fluently), french (fluently), greek (fluently), spanish (poorly), japanese (poorly)",single,FALSE,FALSE,TRUE,TRUE
22,fit,NA,NA,socially,NA,NA,NA,white,66,NA,NA,NA,NA,straight,NA,NA,female,NA,NA,no,english,single,NA,NA,NA,NA
39,jacked,anything,mostly,rarely,never,college/university,graduated from,"asian, pacific islander",68,50000,construction / craftsmanship,"doesn't have kids, but wants them",FALSE,straight,other,laughing,male,sagittarius,it's fun to think about,no,english,single,FALSE,FALSE,TRUE,TRUE
54,fit,NA,NA,socially,never,masters program,graduated from,white,70,NA,medicine / health,NA,NA,gay,other,NA,male,virgo,it doesn't matter,no,english,single,NA,NA,NA,NA
49,athletic,NA,NA,socially,never,NA,NA,white,66,NA,political / government,has kids,TRUE,straight,NA,NA,male,cancer,it doesn't matter,no,english,single,NA,NA,NA,NA
28,thin,vegetarian,mostly,socially,never,college/university,graduated from,white,68,NA,NA,NA,NA,straight,agnosticism,NA,female,cancer,it's fun to think about,no,english,single,FALSE,FALSE,TRUE,TRUE
23,a little extra,anything,strictly,socially,never,college/university,working on,"hispanic / latin, other",67,20000,student,doesn't have kids,FALSE,straight,christianity,somewhat serious,male,libra,it doesn't matter,no,"english (fluently), spanish (fluently), japanese (poorly), portuguese (poorly)",single,TRUE,FALSE,TRUE,NA
26,athletic,anything,strictly,rarely,never,college/university,graduated from,white,71,NA,student,"doesn't have kids, but might want them",FALSE,straight,agnosticism,laughing,male,NA,NA,no,"english (fluently), spanish (okay), french (poorly), german (fluently)",single,FALSE,FALSE,TRUE,TRUE
23,thin,other,strictly,often,sometimes,space camp,graduated from,white,67,NA,unemployed,NA,NA,bisexual,other,laughing,female,leo,it's fun to think about,yes,english (poorly),single,FALSE,TRUE,TRUE,TRUE
38,athletic,NA,NA,NA,never,ph.d program,graduated from,"middle eastern, white, other",69,100000,NA,NA,NA,straight,NA,NA,male,NA,NA,NA,english,single,NA,NA,NA,NA
50,average,anything,mostly,not at all,never,masters program,graduated from,white,66,30000,education / academia,doesn't have kids,FALSE,straight,other,not too serious,female,scorpio,it doesn't matter,no,english (fluently),single,FALSE,FALSE,TRUE,TRUE
28,average,anything,mostly,socially,sometimes,NA,NA,NA,72,20000,other,NA,NA,straight,atheism,laughing,male,cancer,it's fun to think about,no,english,single,TRUE,FALSE,TRUE,NA
24,NA,NA,NA,socially,never,college/university,working on,white,65,NA,student,NA,NA,straight,NA,NA,female,cancer,it's fun to think about,no,"english (fluently), italian (poorly)",single,NA,NA,NA,NA
35,average,NA,NA,socially,never,high school,graduated from,black,66,NA,student,NA,NA,straight,NA,NA,male,aquarius,NA,sometimes,english,single,NA,NA,NA,NA
25,average,NA,NA,socially,never,masters program,working on,"asian, pacific islander",62,NA,clerical / administrative,NA,NA,bisexual,NA,NA,female,libra,NA,no,"english (fluently), tagalog (fluently), spanish (poorly)",single,NA,NA,NA,NA
29,fit,anything,mostly,socially,never,two-year college,working on,other,71,30000,student,NA,NA,straight,NA,NA,male,taurus,it's fun to think about,no,"english (fluently), japanese (poorly)",single,FALSE,FALSE,TRUE,TRUE
41,thin,anything,mostly,socially,NA,college/university,graduated from,white,68,NA,entertainment / media,doesn't have kids,FALSE,straight,NA,NA,female,NA,NA,no,"english, spanish (poorly)",single,FALSE,FALSE,TRUE,NA
22,average,anything,mostly,socially,NA,two-year college,working on,"white, other",77,NA,student,doesn't have kids,FALSE,straight,christianity,laughing,male,capricorn,NA,when drinking,"english (fluently), norwegian (poorly), swedish (poorly)",single,TRUE,FALSE,TRUE,TRUE
31,average,NA,NA,socially,NA,space camp,graduated from,"white, other",72,NA,NA,NA,NA,straight,agnosticism,laughing,male,sagittarius,it's fun to think about,no,"english (fluently), spanish (poorly), c++ (poorly), other (fluently)",single,FALSE,FALSE,TRUE,TRUE
29,average,vegetarian,mostly,not at all,never,high school,graduated from,pacific islander,69,20000,rather not say,"doesn't have kids, but might want them",FALSE,straight,christianity,somewhat serious,male,cancer,it's fun to think about,no,english,single,FALSE,FALSE,TRUE,TRUE
30,athletic,anything,mostly,socially,never,college/university,graduated from,other,68,80000,construction / craftsmanship,NA,NA,straight,catholicism,laughing,male,virgo,it's fun to think about,no,english,single,FALSE,FALSE,TRUE,NA
36,NA,NA,NA,rarely,never,masters program,graduated from,other,65,NA,other,doesn't have kids,FALSE,straight,NA,NA,male,NA,NA,when drinking,"english, french (poorly), ancient greek",single,NA,NA,NA,NA
35,average,anything,mostly,socially,sometimes,college/university,graduated from,white,72,NA,computer / hardware / software,NA,NA,straight,agnosticism,laughing,male,pisces,it doesn't matter,no,english,available,FALSE,TRUE,TRUE,TRUE
38,a little extra,anything,NA,socially,never,masters program,graduated from,white,74,NA,education / academia,NA,NA,straight,NA,NA,male,scorpio,it's fun to think about,no,"english (fluently), german (poorly)",single,FALSE,FALSE,TRUE,TRUE
45,athletic,NA,NA,socially,never,college/university,graduated from,white,69,NA,NA,NA,NA,straight,NA,NA,male,gemini,NA,no,english,single,NA,NA,NA,NA
39,athletic,anything,mostly,socially,NA,college/university,graduated from,"asian, hispanic / latin, white",65,NA,medicine / health,NA,NA,bisexual,agnosticism,laughing,female,scorpio,it's fun to think about,no,english,single,NA,NA,NA,NA
31,NA,NA,NA,socially,NA,college/university,graduated from,white,74,NA,science / tech / engineering,NA,NA,straight,NA,NA,male,NA,NA,NA,english,single,NA,NA,NA,NA
28,curvy,NA,NA,socially,never,two-year college,working on,black,70,NA,sales / marketing / biz dev,NA,NA,straight,other,NA,female,cancer,NA,no,english,single,FALSE,FALSE,TRUE,TRUE
23,skinny,vegetarian,mostly,socially,never,college/university,working on,white,69,NA,NA,NA,NA,straight,christianity,laughing,female,NA,NA,no,english (fluently),single,FALSE,TRUE,NA,TRUE
26,thin,anything,mostly,socially,never,college/university,graduated from,white,71,NA,entertainment / media,doesn't have kids,FALSE,straight,NA,NA,male,gemini,it doesn't matter,no,english (fluently),single,FALSE,FALSE,TRUE,TRUE
34,curvy,anything,mostly,socially,never,dropped out of masters program,NA,white,69,20000,education / academia,"doesn't have kids, but might want them",FALSE,straight,other,not too serious,female,sagittarius,it's fun to think about,no,english (fluently),single,FALSE,FALSE,TRUE,FALSE
34,average,anything,mostly,socially,NA,med school,graduated from,asian,64,NA,NA,NA,NA,straight,buddhism,not too serious,male,gemini,it doesn't matter,no,"english, vietnamese (okay), spanish (poorly)",single,FALSE,FALSE,TRUE,NA
39,jacked,anything,mostly,socially,never,college/university,NA,"asian, white",75,80000,political / government,"doesn't have kids, but might want them",FALSE,straight,NA,NA,male,aries,it doesn't matter,no,"english (fluently), japanese (poorly)",single,NA,NA,NA,NA
37,average,NA,NA,socially,never,college/university,graduated from,NA,64,NA,computer / hardware / software,NA,NA,straight,agnosticism,NA,male,NA,NA,no,english,single,FALSE,FALSE,TRUE,NA
27,a little extra,NA,NA,socially,sometimes,college/university,NA,black,70,NA,other,NA,NA,gay,NA,NA,male,leo,it doesn't matter,yes,"english (fluently), spanish (okay)",single,FALSE,FALSE,TRUE,NA
26,skinny,anything,NA,socially,NA,college/university,graduated from,other,75,NA,science / tech / engineering,NA,NA,straight,NA,NA,male,libra,it doesn't matter,no,english,single,NA,NA,NA,NA
42,athletic,NA,NA,socially,never,med school,graduated from,white,68,NA,medicine / health,NA,NA,straight,judaism,not too serious,male,capricorn,it doesn't matter,no,"english, spanish (okay), hebrew (poorly), tagalog (poorly)",single,FALSE,FALSE,TRUE,TRUE
48,fit,anything,mostly,socially,never,masters program,working on,white,68,NA,entertainment / media,NA,NA,gay,agnosticism,NA,male,aquarius,NA,no,"english (fluently), spanish (okay), other (okay)",single,FALSE,FALSE,TRUE,TRUE
26,NA,vegetarian,NA,socially,never,college/university,graduated from,indian,70,NA,medicine / health,NA,NA,straight,other,NA,male,pisces,NA,no,english,single,NA,NA,NA,NA
44,average,NA,NA,socially,never,masters program,graduated from,white,72,150000,computer / hardware / software,NA,NA,straight,judaism,NA,male,NA,NA,no,"english (fluently), russian (fluently)",single,FALSE,FALSE,TRUE,TRUE
26,athletic,NA,NA,socially,never,two-year college,graduated from,"asian, black, indian, hispanic / latin, other",74,NA,NA,has kids,TRUE,straight,NA,NA,male,scorpio,it's fun to think about,trying to quit,english,single,NA,NA,NA,NA
53,fit,NA,NA,not at all,never,masters program,graduated from,white,70,NA,sales / marketing / biz dev,has kids,TRUE,straight,atheism,very serious,female,NA,NA,no,english,single,FALSE,TRUE,NA,TRUE
33,athletic,other,mostly,socially,never,NA,NA,asian,68,NA,science / tech / engineering,NA,NA,straight,other,laughing,male,libra,it's fun to think about,no,english,single,NA,NA,NA,NA
26,athletic,anything,mostly,rarely,never,NA,NA,hispanic / latin,64,NA,other,doesn't have kids,FALSE,straight,catholicism,not too serious,female,virgo,it's fun to think about,no,"english (fluently), spanish (fluently), italian (poorly)",single,FALSE,TRUE,NA,TRUE
28,fit,vegetarian,strictly,socially,NA,masters program,working on,white,69,NA,other,doesn't want kids,FALSE,straight,other,not too serious,female,capricorn,NA,no,"english (fluently), spanish (okay)",single,FALSE,FALSE,TRUE,TRUE
56,curvy,NA,NA,socially,never,college/university,graduated from,NA,62,1000000,artistic / musical / writer,has a kid,TRUE,straight,other,NA,female,cancer,it's fun to think about,no,english (fluently),single,TRUE,TRUE,TRUE,TRUE
39,fit,vegetarian,mostly,socially,never,masters program,graduated from,asian,60,NA,banking / financial / real estate,NA,NA,straight,NA,NA,female,virgo,it's fun to think about,no,"english (fluently), hindi (fluently)",single,FALSE,FALSE,TRUE,FALSE
28,average,anything,mostly,not at all,never,college/university,graduated from,"middle eastern, white",65,NA,education / academia,doesn't have kids,FALSE,straight,other,NA,female,pisces,it's fun to think about,no,"english, persian",single,FALSE,FALSE,TRUE,TRUE
52,average,anything,NA,socially,never,masters program,graduated from,white,68,NA,computer / hardware / software,NA,NA,bisexual,NA,NA,male,leo,it doesn't matter,no,"english (fluently), french (poorly)",single,NA,NA,NA,NA
26,average,anything,mostly,socially,never,college/university,graduated from,middle eastern,71,NA,computer / hardware / software,NA,NA,straight,agnosticism,not too serious,male,NA,NA,no,"english (fluently), farsi (fluently)",single,FALSE,FALSE,TRUE,NA
33,average,other,NA,rarely,never,high school,graduated from,white,69,80000,computer / hardware / software,NA,NA,straight,other,NA,male,gemini,NA,sometimes,english (poorly),single,FALSE,FALSE,TRUE,TRUE
33,athletic,anything,mostly,socially,NA,masters program,graduated from,white,73,NA,computer / hardware / software,"doesn't have kids, but might want them",FALSE,straight,atheism,NA,male,aries,it doesn't matter,no,"english (fluently), chinese (okay), french (poorly)",available,FALSE,FALSE,TRUE,TRUE
26,athletic,anything,NA,socially,NA,college/university,graduated from,white,73,NA,sales / marketing / biz dev,"doesn't have kids, but wants them",FALSE,straight,catholicism,not too serious,male,libra,it doesn't matter,sometimes,english,single,FALSE,FALSE,TRUE,TRUE
60,fit,anything,mostly,socially,never,college/university,graduated from,white,68,NA,entertainment / media,doesn't have kids,FALSE,straight,christianity,not too serious,female,capricorn,it's fun to think about,no,"english (fluently), spanish (okay)",single,TRUE,FALSE,TRUE,NA
33,average,anything,NA,socially,NA,college/university,graduated from,white,63,100000,sales / marketing / biz dev,"doesn't have kids, but wants them",FALSE,straight,christianity,not too serious,female,taurus,NA,no,english,single,TRUE,FALSE,TRUE,NA
62,average,NA,NA,rarely,never,masters program,graduated from,white,73,100000,medicine / health,has kids,TRUE,straight,agnosticism,NA,male,sagittarius,NA,no,"english, spanish",single,NA,NA,NA,NA
36,thin,anything,mostly,socially,sometimes,college/university,graduated from,white,72,NA,unemployed,doesn't have kids,FALSE,bisexual,atheism,NA,male,NA,NA,sometimes,english,available,NA,NA,NA,NA
28,fit,anything,strictly,socially,never,NA,NA,pacific islander,69,NA,student,doesn't have kids,FALSE,straight,NA,NA,male,NA,NA,no,english (fluently),single,NA,NA,NA,NA
38,average,anything,NA,socially,NA,masters program,graduated from,white,62,NA,executive / management,doesn't have kids,FALSE,straight,atheism,not too serious,female,libra,it doesn't matter,no,"english, spanish (poorly)",single,NA,NA,NA,NA
54,athletic,NA,NA,socially,never,NA,NA,white,73,NA,NA,NA,NA,gay,christianity,NA,male,NA,NA,no,english,seeing someone,NA,NA,NA,NA
29,rather not say,NA,NA,not at all,never,NA,NA,NA,60,NA,NA,NA,NA,straight,NA,NA,female,NA,NA,no,english,seeing someone,NA,NA,NA,NA
47,fit,anything,strictly,socially,never,masters program,graduated from,pacific islander,67,80000,construction / craftsmanship,has kids,TRUE,straight,agnosticism,laughing,male,pisces,it doesn't matter,NA,english,single,TRUE,FALSE,TRUE,NA
26,NA,NA,NA,socially,NA,masters program,graduated from,white,61,NA,other,NA,NA,bisexual,judaism,not too serious,female,cancer,it's fun to think about,no,"english (fluently), russian (fluently), hebrew (poorly), thai (okay)",single,FALSE,FALSE,TRUE,TRUE
28,fit,anything,mostly,socially,never,college/university,graduated from,"asian, middle eastern, indian, other",72,NA,computer / hardware / software,doesn't have kids,FALSE,straight,NA,NA,male,aries,it's fun to think about,no,"english (fluently), spanish (okay), urdu (fluently)",single,NA,NA,NA,NA
29,average,NA,NA,rarely,never,NA,NA,NA,81,NA,NA,NA,NA,straight,NA,NA,male,NA,NA,no,english,single,NA,NA,NA,NA
34,average,anything,NA,rarely,never,two-year college,graduated from,white,68,NA,sales / marketing / biz dev,"has a kid, and might want more",TRUE,straight,NA,NA,male,leo,NA,no,english,single,NA,NA,NA,NA
23,curvy,anything,mostly,rarely,never,college/university,working on,"black, native american, hispanic / latin",66,20000,other,has a kid,TRUE,straight,other,NA,female,capricorn,it's fun to think about,when drinking,english (fluently),single,FALSE,FALSE,TRUE,TRUE
22,NA,NA,NA,socially,sometimes,NA,NA,NA,61,NA,NA,NA,NA,straight,NA,NA,female,libra,NA,when drinking,english,single,TRUE,FALSE,TRUE,NA
67,fit,NA,NA,rarely,never,college/university,graduated from,"native american, white",71,NA,artistic / musical / writer,NA,NA,bisexual,other,NA,female,scorpio,it doesn't matter,no,"english (fluently), german (poorly)",single,FALSE,FALSE,FALSE,TRUE
26,average,anything,mostly,socially,NA,two-year college,graduated from,white,68,NA,hospitality / travel,NA,NA,straight,agnosticism,NA,female,NA,NA,sometimes,"english (fluently), sign language (okay)",single,NA,NA,NA,NA
19,thin,anything,mostly,rarely,never,college/university,working on,NA,58,NA,student,NA,NA,straight,NA,NA,female,leo,it doesn't matter,no,"english (fluently), spanish (okay), german (poorly)",single,FALSE,TRUE,NA,TRUE
